"id_list","star_list","txt_list"
"khd7****","10","정말 볼만합니다. 강추 드립니다.  "
"꼬꼬(o4ri****)","10","완전 잼나요~♡♡♡김래원 완전 멋짐!!!!  "
"희재94(ckyz****)","10","간만에 웃겨준 영화 ㅋ 범죄도시팀의 출연이 신의 한수 ㅋ  "
"네이비안(agap****)","10","군더더기없이 흘러가는 시나리오 이를 살리는 배우들의 연기의 완벽 조합  "
"SS(duvl****)","10","역시 믿고보는 김래원 !!  "
"쩡블리(dbwj****)","10","와,,진짜 너무 재밋음,,ㅠㅠ다들 꼭 보세유 ㅠㅠ  "
"maji****","8","재미있었습니다. 집사람이랑 간만에 같이 영화봤네요. 좋은시간이었습니다. 마지막에 깜짝 놀랍니다 ㅎㅎ순간  이거뭐야 할거에요 즐겁게 관람하세요.  "
"samo****","10","간만에 김래원 영화봤다  "
"밍찌(kmj2****)","10","진짜 김래원 연기 미쳤다..  "
"립스틱(hid3****)","10","꿀잼 ㅋㅋㅋ 까메오 찾는 재미도 있네요  "
"자취10년차(jcli****)","9","지루하지 않고 뻔한 스토리 아닌 깡패의 정치판 얘기였네요! 정말 시민을 생각하는 국회의원들이 많아졌으면 좋겠어요ㅠ  "
"어름왕자(yift****)","10","생각보다재밌었어요 까메오들 꿀잼  "
"주인나(bttt****)","9","완전 상남자 굿 실제로도 저런 사람이 많은 정치였음 좋겠음  "
"TJ(ym3e****)","10","웃으면서 볼수있는 영화네요! 김래원은 역시 연기잘하네요!!  "
"샤샤샤(swf2****)","10","의외에서 갑자기 빵 터짐ㄱㅋㅋ 마무리좋았어요 ㅋㅋㅋ  "
"제이나(yin3****)","10","재밋엇어요 다들 연기를 잘하는 배우들이라 더 재밋엇네요!!  "
"6789(gbja****)","10","김래원의재반전!!너무잼썼어요  "
"신용재(dzl1****)","10","김래원을 위한 영화, 태식이 돌아왔다  "
"동그리동동(oeds****)","10","웹투잼있어서 영화도 봤는데 ㅋㅋ 웃기네요  "
"해리슨포드(pcub****)","10","연기도 다들 잘하고 볼만했어요  "
"코끼리(cage****)","8","영화 자체는 그저 그럼 조연들이 김래원씨보다 사투리 연기를 더 잘해서 아이러니함 조승우씨랑 친구인듯ㅋㅋ그럼에도 불구하고 귀여운 김래원씨 보는 재미가 있다 훈훈함은 마지막 엔딩 크레딧이 다했다 감독 스탶 모든 배우들이 가진 각자의 애정이 느껴짐  "
"woof****","10","재밌네요 편하게 즐겁게 볼 수 있는 영화  "
"이찬규(alsk****)","9","뻔한 오락영화지만 재밌다 래원이형의 표정연기와 노래부르는 씬  에서 쌀뻔했다..마지막 엔딩이참신하고 기분좋게 만들어진다  "
"문혜경(ansg****)","10","역시 김래원!짱멋있었다!연기끝짱나눼!  "
"오골이(diba****)","10","시간순삭  김래원영화는 고민할필요네요 무조건 b  "
"gkgk****","10","영화 재밌게봤습니다!! 진짜!  "
"하늘별(hanw****)","10","끝에가   제일  재밌네   재밌네  "
"예진(yeji****)","10","가볍게 보기 좋은 영화!!  "
"키티키티(hty6****)","10","기대없이 걍 봤는데 존잼카메오들 개존잼 쿠키영사 더존잼  "
"윤원영(kori****)","10","정치와 조폭의 열연관계 참잘보았습니다 한국의 정치사 감동깊었습니다  "
"설자보이(lseo****)","8","재밌기만 하구만 자유한국당 지지자들 찔려서 별점 테러하누ㅋㅋㅋ  "
"카카오(sigh****)","1","전라도 영화라 봤는데 기대 이하...하...  "
"말보다실천(rldn****)","2","9시10분꺼보고왓습니다.. 솔직히 내용이없습니다  한마디로 선거활동 3번나오고  옛날일 얘기우려먹고 선거당선 되는게끝이네요  "
"win9****","10","방금재밌게보고 나왔어요  "
"러시아여인(ksi2****)","10","김동률로 시작해서 김동률로 끝난영화 good  "
"로세리아(sage****)","10","키스신이 없는데 키스신한것같은 달달함ㅠㅠ 치인다ㅠㅠ  "
"옥(saim****)","10","엄마랑 같이 봤는데 재밌어요  "
"Elysium(deat****)","8","관람객믿고보는 김래원, 한 여자를 향한 순애보!  "
"wins****","10","관람객믿고보는김래원 재미있네요  "
"랄랄라(hebi****)","10","뜬금없이 첫눈에 반한여자때문에 조직정리하나?했는데 '평소에도 술집여자들 빛갚아주고 기부하고 조폭치고 이상한놈이었다'라는 극중 대사보고. 캐릭터에 대한 이해가 되더라고요. 재밌었어요. 개연성없다는 분들은 ""뺑반""이란 영화를 한번 보세요 ㅠㅠ  "
"Brent Kim(busa****)","8","여배우 욕할정도는 아니던데 제가보기엔 자연스러웠음  "
"지현(coco****)","1","스토리 진짜 없어요 개연성도 없고 지루한 전라도 정치 얘기...  "
"위니윌(f_to****)","10","재밌는데 흥행이 안되었네요 ㅜㅜ  "
"look****","10","관람객김래원멋지고.엉뚱한장면에서웃음빵터짐.  "
"야아닝(gkdi****)","10","꾸르잼  김래원 연기 진짜 잘하고 까메오 대거 출연ㅋ 마동석오빠 한번 더 나와주심 ㅠㅠ 윤계상돜ㅋㅋ 쿠키영상 마지막에 그렇게 끝날줄이야ㅋㅋㅋ  "
"temp****","10","관람객선과악의 끝은 반드시있다  "
"홍기준(kijo****)","10","이치게따요^^ 재미지림  "
"빵봄(onen****)","8","기대안하고 보면 재밌게 볼 수 있는 영화예요 !  "
"김기정(rkdr****)","10","그라제~~완전재밌당께~  "
"고고싱(onl0****)","10","국회의원 뽑을바엔 김래원을 뽑을래ㅋㅋㅋ  "
"AJ Styles(whgu****)","8","걍 볼만해. 근데 경쟁작들이 너무 쟁쟁하다  "
"sere****","10","재미있어요뻔하지만 지루하지 않게 잘 만드신듯하네요^^  "
"최성우(choi****)","10","아따 내스타일이구만  잼나부러  "
"멍멍이(bym2****)","10","전번주  좋다는 영화보고 스트레스 받았는데 스트레스 해소  확실히  했네요  "
"무서워(ypdc****)","9","웹툰과는 다른 느낌이네요 잘봤습니다  "
"원순철(x0by****)","8","킬링타임용 마지막엔 감동까지^^  "
"별(wmtc****)","10","와 별로 기대안햇는데 드라미적 요소가 강하고 김래원스런 영화가 나왔다  "
"가든앤해피니스(skfk****)","10","관람객잔인할줄알았는데넘상큼하고재밌어요  "
"김건도(godd****)","10","소현씨사랑해요ㅠㅠㅠ흑흑  "
"권한서(zxib****)","10","배우들 연기가 대박이네요 스토리도 좋아요  "
"공쥬는 외로워(leek****)","10","형이 왜 거기서 나와!?  "
"여자친구(sayy****)","8","영화 재밌게 봤어요~~!  "
"JooNo(joon****)","10","영화 너무 재미있게 잘 봤습니다. 깐깐한 아버지께서도 만족하셨어요. 무대인사 다녀왔는데 배우분들 정말 유쾌하셔서 덕분에 영화 다 보고 또 웃었네요.  "
"범2(hx5m****)","10","잘봤습니다.생각봐 더 재밌었네요.  "
"송채효(9eyq****)","9","배우들 연기 좋았고 잼있었어요.  "
"푸른하늘(tjpa****)","10","김래원은 역시 영화로 만나야지요~  "
"곽사장(mrj5****)","10","너무 잼잇어요 영화 보면서 잼났음 ㅎ  "
"랜딩(qcbj****)","10","영화 잼나게 잘 보았습니다  "
"김홍철(sang****)","10","시간가는줄모르고 봤내요 잼있내요~^^  "
"뚜지닝(akal****)","10","1점자리왜케많음;;가볍게 보기 딱좋던데 중간중간 웃긴부분도많고  "
"RRRRRR(qzym****)","8","김래원 조폭연기ㅋㅋ 잼있게 봤습니다ㅋㅋ  "
"thet****","10","영화 재미지고 김래원 연기 최고  "
"으에구(cheo****)","8","관람객정치색 있는거 빼곤 볼만함  "
"kirh****","10","관람객세출이를 국회로 너무 재밋게잘봣습니당  "
"무지개사탕(dwer****)","10","코믹하고 까메오 출연도 많고 스토리는 잘모르겠는데 너무 재밌었어요  "
"김동건(ehdr****)","10","아따 간만에 또 명작이 나와브렀구만 ㅎㅎㅎ  "
"낭만고양이(bohe****)","10","이 영화 생각없이 볼려고 갔는데 넘재미있음ㅋㅋ  "
"HAD(stev****)","10","마동석짱불곰짱ㅋㅋㅋ  "
"jgy0****","10","그냥 봐라 재밌다 김래원이다  "
"heej****","10","시원하게 재밌었어요 장세출 퐈이팅!!  "
"삐딱하게(nabk****)","10","김래원이 연기 짱입니당~  "
"밀키스(m5in****)","10","재미있어요~ 김래원 너무 멋있네요ㅎㅎ  "
"제트(ohfo****)","10","대박 재밌네요 천만 가즈아~  "
"브루켈라(tzfb****)","10","유쾌하니 잼있네요. 좋았어요  "
"유리야(aa0p****)","10","재미있습니다. 김래원짱이야!!  "
"도도(uoqv****)","10","재미있었어요^^마지막 장면이 너무 웃겼어요!!  "
"류이(1you****)","10","감동도 있고! 재미도있고! 울컥하기도했고ㅠ김래원멋있고ㅋㅋ 최근영화중 꽤 괜찮은 영화라생각들었습니다!!^^잘 봤어용~♥버스장면 인상깊게 남앗습니다!!  "
"몽당연필(kyun****)","10","너무 잼있어요! 추천합니다  "
"워니쩡이(reca****)","10","꿀잼 ^^강추!!!!  "
"다이나믹듀오(r141****)","10","재미있네요. 사투리가 재밌어요. 김래원 연기 잘하네요!!  "
"윈드브레이커(qmhx****)","10","와우~~~김래원 연기 짱이고 스토리도 이건 무조건 봐야되는 영화  "
"귀리(vlkw****)","10","잼있어요. 몰입도나 김래원의 연기 여배우의 미모 모두 좋아요. 거기에 짠한 감동까지. 다들 꼭 보세요!  "
"예슬공쥬님(rmfn****)","10","너무멋있다 김래원 영화보고 닥터스 또보는중이다  "
"시크먼트(ywc3****)","10","뻔하지만 까메오 보는 재미가 있네요  "
"박미선(wgqi****)","10","오 기대없이 봤는데 편하게 재미있게 봤네요 추천합니다~^^  "
"llll****","10","모든 캐릭터가 살아있고 내용도 전개도 아주 튼튼했다. 감독님 센스가 아주 좋으신듯 아 근데 김래원 너무 멋있는거 아니냐고여  "
"아메리카노(dmsa****)","10","기분이 꿀꿀했는데 재미있게 봤네요  "
"CharMing(bobo****)","9","김래원 입덕영화입니다. 아 진짜 너무 멋지게나옴 ㅠ  "
"굿걸(cvcv****)","10","김래원 ..멋있고진선규 걍마냥좋코국회의원 아저씨도 걍좋타 ㅎ다들연기 갑!!잼나  "
"최서연(yeon****)","10","진짜 김래원 존잘 ㅠㅠㅠㅠ영화 하나도 지루하지 않고 너무 재밌었어요두번보세요!!!  "
"깡이쭌(hnyw****)","10","즐겁게 잘봤어요 ㅎㅎ 김래원 배우짱짱 다른 배우분들도 연기다들 잘하셔서 굿굿  "
"아프리콧(sh50****)","10","뭐에 홀린듯 봤네요.옆에서 부시럭소리가나서 깜짝 놀라서보니 집이아닌 심야 영화관!!!그 정도로 몰입했어요.  "
"heym****","10","핵꿀잼이구만 다들 평론가 빙의하셧넹 ㄷㄷ  "
"dudd****","10","정말 재밌어요!!! 김래원 완전 멋있어요!!  "
"두치두치(gkdg****)","10","너무존잼래원이형 ㅠ 진짜 너무 잼있어ㅛ어요  "
"widf****","10","마지막 연설때 좀 설렜다.  "
"ebtitel(aggi****)","10","장세출이 너무 멋집니다  "
"sogi****","10","존잼에다 김래원 상남자에 더 반함아놔 진짜 핵 상남자 완전멋있음  "
"지니(dydu****)","10","진심 재밌게 봤어요^^김래원 넘 매력넘치고 멋있어요♡  "
"가가(kjs5****)","10","기대하지 않고 봤지만 곳곳에서 터지는 유머가 재밌었습니다. 끝날때까지 놓지 않는 웃음! 꼭 보셔요.  "
"bobo****","10","와우~~~~ 살아있네  "
"hcba****","10","원작팬으로써 이정도면 만족스럽습니다  "
"leei****","10","해바라기가 생각나지 않았다.  "
"김동현소장(kkmj****)","10","정치영화이고 조폭영화라 비호감 영화일수도 있는 소재인데 잘 만들었어요~~추천합니다~  "
"lea(lea6****)","10","영화보면 잠오는 1인인데 이영화는 졸릴틈을 안주네요. 잼납니다!!  "
"daily2019(robo****)","10","범죄도시도 재밌게 봤는데 이번 작품도 재밌었음  "
"Bela(iiqb****)","10","킬링타임용으로 딱 좋았습니다  "
"신하건(ay1a****)","10","다들 연기 넘 좋았지만 역시 김래원!!  "
"밀라노(vs5l****)","10","해바라기 이후로 최고의 김래원 영화  "
"QHDTJDDDD(sa2w****)","10","넘 재밌어요 감동+재미 다 있는 영화였습니다  "
"최강동인(tjeh****)","5","재밋다 추천  재미없다 비추천 해주세요  내일 볼려고 하는데 웹툰은 안봤습니다  "
"영지(toyo****)","4","보다가 잤음....노잼  "
"호로롱(dltn****)","3","뻔한 내용에 개연성없이 일사천리 전개에 그놈의 조폭..뭔내용인지도 모르고 봤는데 재미없었음 옛날영화보는느낌..유머도 딱히 웃기지도않음  "
"신희진(ahfk****)","10","김래원 짱ㅜㅜ 너무 멋짐  "
"gsk2****","10","재밌었다 뻔한부분이 있긴했지만 시간가는줄모르고봄  "
"gull****","10","아주 환장하게 재미나네요~  "
"임임(jj61****)","10","김래원  연기  꿀잼  멋짐김래원  영화는모두  다봄  넘멋짐  "
"나그네임(ckwj****)","10","진짜 재밋어요 완전 알라디보다 핵잼!!  "
"오드비니(thsx****)","10","아무생각 없이 보다보면 즐거움을 찾는다. 오락영화는 그렇게 보는거다.  "
"누군가를(sagw****)","6","뻔하지만 그래도 볼만한 영화. 남자가 봐도 멋진 김래원, 가능성이 보이는 원진아. 그리고 빵 터지는 카메오들..  "
"ARK(hyun****)","10","관람객역시김래원이네요.상대여주인공이 너무안어울려요  "
"태왕(dksq****)","1","김례원 싸가지 없는게 연기도 쯧..  "
"뿌직뿌직(jhyu****)","9","기대 안하고 봤는데 재밌었어요 자기 생각이랑 다르면 평점알바라고 생각하는게 웃기네요  "
"야호(youn****)","10","개꿀잼~~잘어울림ㅋㅋ  "
"장발장(hoti****)","10","부모님과 함께 봤는데 역시나 좋아하시네용  "
"뽀빠이(udxk****)","9","너무 재미있게 봤습니다.  "
"멋쥔넉대(uare****)","9","액션 기대없이 보면  볼만해요...김래원은  연기파배우 인걸  다시 확인할 수 있음.  "
"신예림(gksh****)","10","댓글 첨 남기는데 진짜 천만 각 영화진짜 재밌고 스토리도 탄탄하고 역시,, 진짜 또보러 갈겁니다  "
"juli****","10","관람객누구하나 빠질것 없는 연기력과 김래원씨만의 매력적인 연기와 구성이 시간 가는줄 모르는 웃음을 주었네요. 감사합니다.  "
"강민구(w3c2****)","9","뻔한 소재와 내용이지만 잘 살렸네  "
"남궁리(s44h****)","10","킬링타임용으로 아주 좋았어요ㅎ 카메오 보는 재미도 있고 연기들을 너무 잘하셔서ㅎ  "
"김수지(tnwl****)","8","군데군데  액션신이 감미되어 재미가한층더있네요 잘받고 재미 굿  "
"딸기맘(tpfh****)","10","재미나네요김래원굿~강추.유쾌하게잘봤어요  "
"와와(wawa****)","10","영화보는 내내 사람들이 잼있게 깔깔깔 뒤에서 웃어서 덩달아 기분좋게 보고왔네요 범죄도시팀이 만들어서 그런지 확실히 연기도 잘하시고 볼만합니다  "
"파랑개미(rmar****)","10","김래원이 돌아왔구나 반갑다.  "
"버라이어티(agcy****)","10","목포는 항구다 이후 최고의 목포 영화,!  "
"피츠버그(udtk****)","10","2편도 만들어주세요~~  "
"엔제리너스(silv****)","10","넘 잼나요 뻔하지만 의미있고  감동쿠키영상.대박  쩔어 앤딩꼬 봐요  웃음이 대박  김동률 노래가 어울리네 ㅋ  "
"tudt****","8","역시 김래원은 믿고 보는 배우임!!  "
"미스프레지던트(dasb****)","8","어려운 정치 이야기를 유쾌통쾌하게 풀어냈네요  "
"리턴(svkp****)","10","역시 범죄도시 감독 영화잘만드셨네요 주변에 추천할께요  "
"장실규(mxdv****)","9","오랜만에 흐믓하게 영화 감상  "
"alsw****","10","진짜 최고최고??!??!??!??!감독님 센스가 넘치는거같아요  "
"고기랑 국수랑(uu5k****)","8","뻔한 스토리지만 재미있게 잘 봤습니다  "
"황파선(jcgk****)","9","김래원최고!! 쿠키영상도 꿀ㅋㅋ  "
"23rf(sdis****)","10","재미있어요 웃기고 사이다 같은 결말 너무 좋았어요  "
"고쓰리(f3sn****)","10","믿고 본 김래원!! 진선규도 역시나bb  "
"찌찌뽕(hoaa****)","10","좋았네요 김래원씨 멋져부러요ㅋㅋ  "
"두보노보(j24d****)","10","배우들 연기도 좋고 유머요소 까지 틈틈이 있어서 만족했습니다  "
"tnsk****","10","김래원 연기력 짱 최고입니당  "
"꾸러기불렛(juye****)","10","진짜 완전 볼거 없어서 봤는데 진짜 친구랑 손잡고 끝까지 재밌게봄,, 김래원 저렇게 멋있었나 싶고 까메오 출연한거 보고 관객들 다 웃었다고 나머지 배우들도 그렇게 잘생겼다그 꼭 추천드림  "
"dltj****","10","넘 재밌고 설레였던 두시간이었어요. 연기는 말할것도 없고!!! 강추!!! 아직도 설레임  "
"김채원(kkol****)","10","엔딩까지 재밌어요 꼭 보세요 ㅜㅜ !  "
"hwan****","10","~~엔딩 좋다,,,!!  "
"신규회원(myro****)","10","대중들이 바라는 기다리던 영화. 난 이런 영화가 좋더라  "
"펀치(blue****)","10","장세출이  돌아 왔구나영화는 꼭 끝까지 엔딩 크레딧 까지 보고 나오세요웹툰 원작이라 다소 폭력성 있지만꿀잼 훈훈 소름 뭉클 원진아 배우님 김래원 배우님  잘어울림  "
"dkfv****","10","마음이 따듯해지는...오랫만에 어린아이처럼 웃게되는 영화네요  "
"여행에미치다(hoon****)","10","나는 원진아 너무 맘에 들었는데 왜 다들 이상하다함 ㅠㅠㅠㅠ 난 이 영화 찬성일세  "
"어게인(hmej****)","10","보는내내 얼마나 많이 웃었는지!  "
"메롱메롱(oomn****)","10","오랜만에 보는 범죄 오락물! 너무 재밌었어요!  "
"뿅뿅(kimw****)","8","김래원 멋이이따....꺠알까메오도 굿  "
"엉클싸미(cmc2****)","10","잼있어요~~^^다들보세요~~~~  "
"hane****","10","가끔 안좋은 평 땜에 우려했는데...볼만함~재밌게 봤음~~  "
"차민아(szhc****)","10","영화는 재미있게 만들었네요 기대이상입니다  "
"무에타이(v3fo****)","10","잼있어요 깨알 감동 완전최고 ㅋㅋ  "
"김수철(tnfq****)","10","유쾌하고 감동도 있고 재밌네요 원진아 배우 이쁘고 매력있네요  "
"Vina Dini(zfpa****)","10","인상깊고 감동적이고 훌륭한 영화였습니당  "
"캐로로(sq55****)","10","목포의 볼거리를 잘 보여준 영화!! 재밌어요 ㅋㅋ깨알 웃음  "
"행3쇼(hp72****)","10","역시 김래원 믿고볼만하다  "
"무한리필(park****)","9","김래원 원진아 주인공들도 주인공들이지만 범죄도시 나왔던 익숙한 배우들이 180도 다른역할로 나와도 꿀잼이었어요.  "
"roni****","10","범죄도시 등장인물 다나옴  "
"설이현(6512****)","10","진짜재밌다흥행할듯  "
"dnrd****","10","재밌음 어제 여친이랑 저녁8시20분 영화 봤는데 극한직업보다 훨씬 재밌음 두시간 몰입했음 액션 멜로 코미디 꿀조합  "
"자자(xnvx****)","10","역시 강윤성 감독님 최고입니다  "
"rea(read****)","9","극한직업보단 재밌어요 ㅋㅋ  "
"클램프원정단(xcla****)","2","원작과 너무 다른 어수선하고 도데체 장르가 먼지 모르겠음코미디인거 같은데 어디서 웃어야 될지 음  "
"기개(17mi****)","1","여러분 1점을 믿으세요  "
"이혜민(goas****)","10","넘넘 재밌게 봤어요!!!  "
"김선우(ggom****)","1","방금보고나옴.. 각색도맘대로했고.. 웹툰잼있게보신분들은 보지마세요 화딱지납니다  "
"tnse****","10","관람객김래원이 너무 연기를 잘해서 엔딩에 다다를때는 절정에 다달아서 벅차오르기까지 했어요. 내용도 흐름도 중간에 웃음도 다 부자연스러운거 없이 너무 좋았습니다. 신랑이 좋아하는 배우라 보고 나왔는데 너무 재밌어서 또 보고싶네요.  "
"귀염둥이(tngu****)","10","김래원 멋있어요~~~~♡  "
"하하(hyeo****)","10","모든배우 연기짱..^^ 기승전 김래원  "
"고고찬(mych****)","7","눈이 다들 너무 높으시네..알바쓰고 그런거 나도알고 극혐하는데1점주고 욕박을정도로 못볼영화는 아니네요여자친구도 재밌게봤고그냥 여운남는 영화는아니고 가볍게 보기 좋습니다.누가 본다고하면 그냥 가볍게보고오라 할것같네요.악플덕분에 기대보다 잼남.  "
"cute****","10","감동과 재미있는 영화목포사람이라면 큰일 앞두고 각오를 다지기위해 올라가는 유달산 일등바위큰일 끝내면 홀가분하게 올라가는 유달산 유선각시원한 풍경이 내용에 맞게 전개되어  굿!!  "
"희망메세지(dprt****)","10","김래원 멋짐^^ 그냥 가볍게 웃으면서 봄요 빨간잠바입은 우리민주당...깨알 웃음 목포에 함 가보고 싶어짐요  "
"MASTER(kjh8****)","10","관람객겁나재미있었어요 영화관에서 계속웃었어요배우진선규님과최규화님 김래원님 연기랑드립도엄청재미있었어요  "
"오로나민씨(rs3b****)","10","정말 너무 재미있게 잘봤어요  "
"hj(heej****)","10","이 영화 보고나서 집에 오자마자 김래원 검색해서 해바라기 봤습니다. 별 10개 !  "
"pois****","10","진심 극한직업보다 재밌음ㅋ  "
"아율찡(ame0****)","10","진짜 기대안하고 있는 그대로보심 킬링타임용으로 짱임 ㅎㅎ 오랜만에 유쾌하게 웃었습니다  카메오도 대박(≡^∇^≡)  "
"송채원(bbbb****)","10","김래원 영화 꼭 챙겨보는데  이번 영화 너무 재밌고 너무 멋있어요~~극한직업 재미 못지않음 감동도 있고♡  "
"정인(my39****)","10","너무 재미있게 봤네요..감동+웃음...슬프기도 했지만...  "
"DO(f3ll****)","8","김래원의 무척이나 돋보이는 작품  "
"꾸미(fymd****)","8","김래원영화 오랜만에 재밌었습니당  "
"구름과자(hz2p****)","8","재밌다 엔딩은 더 특별하기도ㅎㅎ  "
"황인영(abid****)","10","간만에 유쾌한 영화 같아서 좋다!  "
"인사할거야(jbgj****)","10","즐겁게 보게되는 그리고 진짜 즐거워지는 영화  "
"강 윤정(sasa****)","10","입가에 맴도는~ 사랑한다는 그 말~~  "
"허윤지(keai****)","8","배우들의 캐미가 좋네요.  "
"장실규(z3mu****)","9","재미있었어요 김래원 짱 짱 짱  "
"기면증(olle****)","10","호소력있는 대배우 김래원...!!사투리는 어설퍼도 연기는 찐~~했다  "
"ysj1****","10","ㅈㅐ밋엇어요 ㅎㅎㅎ특히마지막  "
"화요베어스v5(hieo****)","10","나 장세출이 국회로 보내 주쇼잉~  "
"ryan****","8","범죄도시보단약하지만볼만해요악인전이더잼긴함  "
"인연과열정(juni****)","10","역시 김래원이다. 웃는 부분은 빵빵 터지고 가슴이 울컥하는 부분도 있고 액션은 긴장감 있게 잘 뽑았고 시간 가는줄 모르고 봤네요. 마지막 엔딩영상은 정말 ㅋㅋㅋ  "
"기류(tlsr****)","10","관람객시간 가는줄 모르고 봤어요  "
"사랑하는교회(omgy****)","10","다시보고 싶습니다.재밌게 잘 봤습니다.  "
"하우두유두(mcnl****)","10","재밌어요~ 배우들 연기가 인상적이네요~  "
"psy0****","10","김래원 너무 좋아요!! 많이 웃었습니다.  "
"스페셜원(kuki****)","9","와 김래원 진짜...전율...인간적으로 너무 멋있는거아니야? 난 남잔데 ㅅㅂ...  "
"강수질(li2h****)","10","어떤면에선 알라딘과 같은 보는내내 행복한영화  "
"로케(hk18****)","10","평점이 너무 높아 기대를 하고 봐서 다들 실망하나 전 기대 하나 없이 봤더니 유쾌하고 좋았어요 극한직업보다는 재미있었네요 스토리가 좀 뻔하긴 한데 집중해서 봤어요  "
"김유승(yski****)","2","5살짜리도 이해하기 쉬운 저렴한 영화. 법죄도시 믿고 간 분들 많을텐데, 딱 초딩만화 수준.. 보면 한국영화수준에 대해서..  "
"Jeon Mi(mi_y****)","2","알바가 정말 있구나, 김래원 사투리 너무 이상하고 여자한테 뺨한대 맞고,반해서 새사람됨, 극한직업을 어디다 갖다 붙이는지, 그것도 유치했지만 재미라도있었는데,.  "
"디호(jdh_****)","1","담부턴 평점 끝까지보고 봐야지...억지 로맨스, 갑작스런전개...영화 보는내내 엥? 갸우뚱 한참했음.  "
"달구(8cof****)","10","관람객재미있다 여자주인공 너무예뻐요  "
"소원공주(qkrt****)","10","알바냐고 물어보는것들 대체 누가 싫은거냐 , 이 영화 역시 범죄도시 만큼이나 재밌고 한시도 지루함 없이 본 영화 진짜 최고 심야영화로 봐서 관객석이 많이 남았음에도 유쾌한 장면들이 많아 객석이 꽉 찬줄  "
"ldj1****","10","그런영화가 아닌데 김래원 연기에 울컥울컥했다  "
"내가 개탄이다(cjg0****)","10","관람객무겁지 않고 가볍게 보기 너무 좋았음 재미있어요  "
"권민혁(dbpv****)","10","내가 좋아하는 김래원 영화~~  "
"팬도리(tlwl****)","10","재밌어요 마지막에 끝까지 노래를 흥얼거리다 나왔네요연기구멍없구 몰입돼서 재밌게 봤어요. 김래원 멋있음♡♡  "
"palmer(hwah****)","10","워따매~~월마나 재밌는지 웃고 찡하게 보다보니시간이 훅 지나불더만요잉~넘 잼나게 맹글었지라잉.래원이 참 거시기하게 멋져부러.조광춘이 역 진선규는 범죄도시서빡빡이 조선족에서도 열연했는디여서도 멋져부러~잘 봤지라잉재미도 겁나 많아불고잉  "
"osy5****","10","너무재밌어서시간가는줄몰랐어여감동도있고 종일 웃었어요. ...깨달음도생기구김래원  넘 멋쪄~~~♡  "
"동키호테(zdte****)","9","배우들의 미친 연기력에 박수를!!!  "
"in2jung0(pxqo****)","10","김래원 연기 너무좋았어요 멋있고..  "
"wow(ehig****)","9","김래원 그냥 멋져~!! 배우님들 연기는 좋았어요  "
"유쥬(ust1****)","10","겁나게 징한 영화여...ㅋ흣 편하게 볼 수 있는 영화에요  "
"dlgh****","10","와...솔까 별기대 없이 봤는데 핵꿀잼임. 내 양쪽부뢀은 걸고 진짜 역대급임! 강추  "
"블레스(jsk1****)","1","호남전라호남전라호남전라  "
"윤범준(ybj0****)","10","관람객목포장르 나름 잼있었어요  "
"부엉이숲(fari****)","9","다들 연기도 잘하시고 다시볼까 생각중..  "
"케이(19v0****)","10","전개도 깔끔하고 재밌네요  "
"hs_9****","10","대박~즐겁게 봤네요~ㅎㅎ  "
"뱃살킹(deuc****)","1","평점조작오지네요ㅋ  개십노잼이었는데  "
"김유미(glac****)","10","돈주고 두번봄 개꿀잼!!!!개인적으로 이번년도 중에 제일 재밋엇숨  "
"찌니(mesi****)","9","뭔가가 아주 조금 아쉽긴하지만 진짜 재밌는 영화예요 생각보다 이 영화 안뜨는 느낌이라 아쉬워요ㅜ  "
"박종찬(snrn****)","10","이거시 영화여~~~~  "
"스랏짱(rlat****)","10","재밌어용!!꿀잼스 ㅋㅋ웃음포인트가많아용♡♡  "
"미소많은아이(phs8****)","10","추천해요~~~롱리브더킹~~!대박나길  "
"ㅇㄷ(swee****)","10","별생각없이본영화인데꿀잼이에요  "
"김승현(jjss****)","10","김래원 너무 멋지십니다~^^  "
"브라운 탁실장(xkrr****)","10","거짓말아니고.해바라기 이후 김래원영화중 최고!!끝까지 재미있게 보았음.최근에본 알라딘 보다 흡족하게 보았음  "
"김수경(skjh****)","10","아진짜ㅜㅜ기대1도안하고김래원배우님오랫만의작품이라봤는데울고웃고!넘통쾌하고다른배우님들도최고에요!!!  "
"YOUin(kims****)","8","잼나네~ 김래원 연기 짱!  "
"김다운(se7e****)","10","난 엄청 재밌게 보고왔눈뎅  "
"소른(7570****)","10","재미있게잘봣어요ㅋ 중간중간 많이 웃기도 하구요^^  "
"Ray(kano****)","10","진짜 잼있는데...갠적으론 기생충보다도 나은데..자연스런 잔잔한 웃음을 이끄는 장면들..플러스 감동..잼없다는 분들은 공감코드가 다른가봅니다..  "
"ll유하ll(yjy2****)","7","조금 지루함호불호가 갈릴듯한데..김래원연기가 맘에들어서 끝까지 봄  "
"장승호(zhff****)","6","김래원영화는 걍 해바리기 뿐  "
"그바보(mnmn****)","10","아니 이렇게 재밌을줄 몰랐네 ㅎ  "
"hyzn****","10","나도 목포살면 장세출한테 투표할듯  "
"rian(i2as****)","10","이 영화 진짜 너무재밌어ㅠㅠ  "
