"id_list","star_list","txt_list"
"see5****","6","불곰 마블리♡어쩐지 뜬금포가 너무 많아서 뭐지?했는데 웹툰이 원작인줄 몰랐네요.연기로는 깔게없는데..내용이 하나하나가 너~~무 뜬금포라...좋은배우들 모아놓고..아쉽네요ㅡ마블리만 기억에남네요^^  "
"hams****","6","확실히 웹툰을 영화화한다는게 어렵긴 한듯ㅋㅋ 장세출이란 인물에 김래원배역은 진짜 어울린듯 싶었는데 보는 내내 어이가 없었음ㅋ  "
"him7****","10","영화 재미있게 봤어요!!  "
"라베(istu****)","10","처음부터 끝까지 유쾌하게 끝났네요잘봤습니다  "
"wkdh****","10","재미있게 잘 봤습니다.^^  "
"노현우(shgu****)","10","진짜 연기도 잘하고 재밌어요  "
"율아엄마(pdqb****)","10","재밌게 봤어요. 김동률 노래도 좋습니다!  "
"위니산이(winn****)","10","뻔한 스토리를 어찌 이리 재미나게 표현했는지..감독 천재!!!  "
"새우핫바(oije****)","9","롱 리브 더 킹-목포영웅 추천합니다  "
"김재선(carp****)","8","관람객소소하니웃으면서재미나게봤슴다  "
"jihy****","10","가족끼리 보고왔는데 재밌게 봤어요 솔직히 예고편 보고 기대 안하고 봤는데 재밌어요!!!  "
"문성진(8s1u****)","9","너무 재밌었어요 영화 보는내내 즐거웠어요 1점넣는 경쟁영화알바들이 있나봐요 재미만 있구만 꾸준히 1점 고의적으로 넣는 사람이 보여요  "
"박 지영(tudu****)","10","잼있고 코믹도 있어서 좋았습니다 추천합니다  "
"만두(c0d5****)","9","마지막까지 재밌네요~ㅋㅋ  "
"유자차한잔(ounm****)","9","꿀잼꿀잼~ 재미진 영화~!!  "
"희지닝(ax3r****)","9","롱리브더킹 재미있게 잘 봤습니다.  "
"남궁일(gymn****)","10","롱리브더킹 좋아좋아 훌륭해.  "
"남궁찬(a0oe****)","10","오랜만에 정말 재미있게 본 영화. 꿀잼!!!  "
"송윤지(p4cs****)","8","가볍게 볼수있는 영화 재밌었어요.  "
"월급쟁이(zwnk****)","9","웃고보는영화였네요~~  "
"dmsd****","10","김래원 연기대박~꼭봐야됨~^^멋있음~^^  "
"가오리(x21u****)","9","너무 재밌게 봤어용 강추강추!!  "
"삐약(wjdw****)","10","올만에 듣는 잊고있던 명곡! 다시한번 듣게되서 좋았어요~  "
"노그닥(noda****)","8","딱 킬링타임으로 보기 좋은 영화입니다.뻔한 스토리 뻔한 전개지만 중간중간 유머부분이랑 질질끌지 않아서 좋아요!  "
"원민선(hoav****)","10","영화 롱 리브 더 킹 정말 재밌었습니다.ㅎㅎ  "
"병수(erdf****)","10","주연 조연 모두 연기 좋구요^^ 깨알 까메오까지!!  "
"tjru****","10","아니  솔직히 재미는있네.. 돼지삼형제 졸욱김...10점 알바1점알바중 진짜알바는 1점인듯...1점은 아닌데  "
"frjg****","10","재미있게 봤어요. 목포 풍경을 보는 재미도 쏠쏠하네요  "
"박민수(vddw****)","10","가볍게 재밌게 봤어요 가족들과 봐도 좋을듯  "
"goodnews(javk****)","9","재밌고 김래원 배우 너무 매력있네요  "
"dzmu****","9","존잼 넘 재미있게 봤습니닷  "
"쇼(mvis****)","8","재밌게 봤어요,좋았어요  "
"이광운(e5ti****)","10","뻔한 내용을 재미지게 만든 영화  "
"MAEIOLK(k2ys****)","9","재밌네요~ 중간중간코믹도있고ㅎㅎ  "
"eoe(drbj****)","10","기대했던거 보다 더 유쾌하고 재밌네요 ^^  "
"홍삼(pa1b****)","10","롱 리브 더 킹 재미있게 잘 봤습니다~  "
"용희(mcfl****)","8","관람객중간중간에도 웃겼지만 엔딩크레딧에서 지대로 터짐  "
"습습후후(mqzp****)","9","너무 뻔하고 유치하기도 하고 진부함도 있는데...너무 재밌었다...김래원 나잇살이 보이지만 너무 멋있었고 원진아 너무 이쁘다ㅠ  "
"VABN(isva****)","7","관람객그냥 딱 깔끔하게 킬링타임용으로 좋음 내용이 좋은게 아니라 배우들이 잘함  "
"찌니얌(qord****)","8","김래원 안좋아하는데 쫌 멋지네  "
"핫뜨거(qklo****)","10","버스장면 ㅋㅋㅋ 짱웃겻음 ㅋㅋㅋ  "
"최석원(48kj****)","1","불법시위 를 좌파니즘에 합법으로 바뀌는전형적 좌파영화,롱리브더킹 만보고 뒷제목을 안봤다!!라도영웅 ㅋㅋ 비급삼류영화 래원아 왜그냐??그리고 김어준 희화화 ;;;;  "
"rose****","10","김래원 사투리도 멋있어요웃고 보니 재미나요  "
"MaC종현(whdg****)","10","역시 김래원  톤도 좋고  발음도 좋고  래원이형 흥하자 !!  "
"무우(pass****)","1","정치영화맞는데? 재미OO없고만 빨갱이들만 영화처본듯ㅎㅎ  "
"서영2(s2dp****)","10","너무 너무 재미써요요오.. 무대인사도 봤어요..배우분들 다 멋져요!! 다들 실물이 훨 멋지신듯 ㅎㅎㅎ 영화 홍보 안하셔도 재밌는 거 입소문나서 대박 나실 거 같아요 ㅎㅎ즐겁게 잘봤어요~~~  "
"왕어거지(ball****)","8","태식이에게 맞기 싫으면 봐라.  "
"SHIN(wwwo****)","10","배우 김래원연기가 독보이는 재미있는 영화였어요~  "
"예쁜잉(wy1p****)","8","킬링타임용으로 무방한!  "
"gyfl****","10","김래원 너무멋지게나옴 ㅠㅠㅜ 목소리너무좋암  "
"서저이00(tokk****)","10","연기는 좋으나 각본이 노잼... 돈이 좀 아깝다 좀 기다리면 티비로도 나올 영화... 넷플에서 흔히 볼수 있는. 킬링타임용으론 좋음  "
"naga****","10","역시 갓래원!!! 믿고보는 배우!!!멋짐폭발!!!  "
"이창민(chan****)","10","진짜재밌게봤어요 김래원 연기는 역시 최고입니다꼭보세요 저알바아닙니다 ㅋㅋ  "
"하히후헤허(cjih****)","10","ㅋㅋㅋ 재밌게 잘봄 연기 굳  "
"yhy0****","10","뻔한 줄거리는 맞는데 거짓말안하고 진짜재밌고 유쾌하고 김래원 연기하는거 너무 멋있어요 여배우랑 케미도 정말좋았구요 왠만하면 평점 안남기는데 진심입니다  "
"skyw****","10","넘 잼나요~ 김래원 멋있어 ~^^  "
"이건영(bril****)","10","허벌라게 재밌당께~꼭 그랗게 하여만 속이 후련했냐!!!  "
"이수경(tnru****)","7","솔직히 내용은 크게 봤을 때, 예고편 보고 대충 예상할 수 있는 정도라고 생각함. 그러나 배우들의 연기에 한 번 놀라고, 영화 본 사람들만 알 수 있는 깜짝 선물에 놀라고. 결국 마지막엔 주연, 조연 상관없이 모두의 매력에 빠져있을 수도 있는 영화!  "
"ary7****","10","어제 재밌게 보고왔어요ㅋㅋㅋ 정치적인 요소없으니 걱정마시길  "
"아뜰리에차차(dmsm****)","10","조조로 보러갔다가 빵빵 터지고 왔어요!!목포남자 멋지네요~~김래원 셔츠입은거 심장폭격~~~  "
"우왕우왕(tmdg****)","10","생각보다 볼만합니다.  "
"장재훈(rhdw****)","10","단순명료하게 알려주는 정치하는법  "
"크림파(cyni****)","8","재밌게봤음  ocn왕 김래원 연기잘해역시ㅋㅋ  "
"천사해일(stew****)","10","꿀잼 ! 믿고 보세요.감동 웃음 모두있어요 !  "
"응답하라(ti1e****)","10","잼나게 보면서 웃으면서 봤네요^^  "
"18181(exam****)","10","킬링타임용으로 나쁘지 않았어요.  "
"앤드류(kpiv****)","10","김래원의 연기가 돋보이는 영화였습니다.  "
"Nianai Ketawa(yw5d****)","10","뻔한 스토리로 재미나게 잘 만든 영화같아요. 깨알쿠키영상이 압권이네요 ㅋ  "
"힝힝(gzyq****)","10","오랜만에 만난 김래원의 연기가 반가웠다.  "
"강아지(ejrw****)","10","빨리  ~ 집에서 보고싶다  ~ 래원이형 집에서 기다릴게요  "
"지러버(ee10****)","10","김래원봐서 좋구 웃으면서 영화봐서 좋구...스토리야 뻔하면 어때 재미나면 돼지^^  "
"겨우리(kyli****)","10","김래원 너무 연기잘하고 멋있습니다  "
"무플(puzz****)","10","재밌어욤 킬링타임용으로 굿  "
"김성은(gutr****)","10","무거운 주제를 가볍게 만든 재밌고 착한영화  "
"ZZ(cuag****)","10","궅! 김래원 연기 재미있어요,  "
"고지연(zwsd****)","10","김래원♡ 다른 여러 배우들도 보는 깨알같은 맛♡  "
"젤라(hnoz****)","10","재이있게 잘봤습니다. 연기 다들 잘하시고 ^^  "
"마리오(qs1o****)","10","오래간만에 본 김래원 다운영화  "
"Toni(leyr****)","9","유쾌.상쾌.통쾌한 영화~ 특급 카메오도 인상적이고  "
"앤드류(jzyw****)","10","지루할틈 없이 재밌게 잘봤습니다!  "
"KL(zpp4****)","10","와우 짱~! 까메오 대박~! 엔딩자막 올라가는 보너스도 대 to the 박~(^~^)!  "
"곽태우(xodn****)","10","정말정말정말정말 재밌네요~  "
"에나(gkdp****)","10","존잼이에용^^ 꼭보세요~~~  "
"세실(leon****)","10","여느 조폭 영화처럼 욕설과 폭력이 난무하는 영화도 아니었고~여느 정치 영화처럼 보면서 가슴 답답하고 속터지는 영화도 아니라서 저는 딱 좋았습니다~잔잔하게 보기 좋은 영화네요 ^^김래원씨 너무 멋지고 원진아씨 너무 예쁘고 ^^  "
"데스티니(dlx0****)","10","명불허전 김래원이네요 ㅋㅋㅋ 기대만큼 재밌었음 ㅋㅋㅋㅋ  "
"부엉이(kaki****)","10","이 영화 장르 몇 개? 드라마였다가 재난영화였다가 액션영화였다가 뮤지컬까지...! 코믹하고 감동까지. 해바라기오빠 사투리 연기 짱.. 진짜 목포출신인 줄...  "
"이지수(jisu****)","8","오랜만에 재밌는 조폭영화룰 본듯 현실정치판도 적절히 비판해주고 코믹요소도 가미되어 괜찮았던 영화 김래원의 재발견!  "
"mhk0****","10","착한깡패 김래원 머시따!!!  "
"이재선(jssl****)","8","사실 예고편만 봐도 결말이 다 보이는 뻔한 전개이지만 재밌었어요! 배우들 연기도 훌륭하고 유쾌하고 감동적이였습니당~~~  "
"yun(yuna****)","10","후회없는영화 김래원 연기 대박  "
"국민빠던 약재환(bigp****)","10","사랑한다는 말우리 회사가 씨름 회사냐  "
"이뽀11(dooc****)","10","웹툰의 내용을다 담아내긴 시간이 좀짧았네요그래도 배우들연기가 훌륭했습니다..김래원 파이팅!!!  "
"gopi****","1","좌파선전선동영화 전라디언설라디언을 위한 영화 토나옴  "
"샷시쟁이(reds****)","2","진짜 별한개도 아깝다 원작을 어떻게 이렇게 못살리냐 개노잼  "
"코크(para****)","2","광고만 봐도.. ㅎ ㅏ.. 아무리 오락영화라지만,, 이제 이런 영화 좀 식상하지 않나; 예고편에서 김래원의 어설픈 전라도 사투리 때문에 그냥 피식 헛웃음이 난다..  "
"yodt****","10","오늘 보고왔너요~영화 괜찮게 만들었는데 왜안뜰까.. 넘나 아쉬워요..  "
"쩡이(ca95****)","10","재미있습니다 간만에 재미난 영화봤습니다  "
"kyeong(nam0****)","10","래원이 때문에 봄 래원이 아니였으면 안봄  "
"박지혜(byul****)","10","영화보고 지금 들어왔습니다. 재밌게 봤습니다. ㅎ 배우분들 스텝분들 수고 많으셨습니다. ^^  "
"미스터7(neon****)","8","아주 재밋고 그런건 아닌데 ?? 한눈안팔고 볼정도는 되더라  "
"징니(cje0****)","10","기대안했는데 졸잼이자너????  "
"빛고을(hsw6****)","10","장세출 최고    Good~~  "
"회원(dddd****)","10","김래원한테 반해버렸네....  "
"여미(lime****)","10","김래원연기짱!!간만에좋은영화잘봣습니다~천만갑시당~  "
"아노말로카리스(kaya****)","10","김래원씨 영화잘봤습니다.항상 응원합니다.  "
"일산맘(jm01****)","10","김래원 연기 쩔구 꿀잼 ㅎㅎㅎ  "
"kowo****","9","내용보다 김래원만 보고오셔도 됩니다. 특별할것없지만.그냥 멋지네요  "
"삐용삐용(njhi****)","10","기대 안하고 본 영환데 진짜 꿀잼  "
"씨케이씨(sept****)","10","역시 김래원의 연기는 명불허전  "
"tjdg****","9","꼭 이렇게까지 재밋어야 했냐!  "
"배성원(jhyo****)","10","겁나 재밌엇엉 십자십자  "
"룰루롤로로로(maom****)","10","걍 보기 좋은 영화! 마지막이 웃김 ㅋㅋㅋ  "
"뱅뱅뱅(kyol****)","10","간만에 흐뭇하게 영화 한편 봤다  "
"참 차랄라(rlat****)","10","무겁게 생각 안하고 즐겁게 볼 수 있는 영화  "
"킴류(kims****)","10","개재밋음 GJMU ㅋㅋㅋ  "
"PF(ooo8****)","10","너무 잼있어요 모두 다 수고하셨어요 김래원씨 짱 !  "
"kspk****","10","관람객정말 김래원 넘 멋있고 영화는 너무 재밌고 끝나고 나니 가슴이 따스해짐을 느낀다  "
"데헷(jhc0****)","10","장세추리요 한번봐주숑  "
"지나가면(cacy****)","10","진짜 살면서 계속 또 보고싶은한국영화 처음! 평점 남기는것 처음! 김래원 안좋아했는데 이캐릭터에 완전 반해서 팬이됨! 끝까지 재밌고 여운남고, 진짜 남자를 만나고 싶다면 이 영화를 선택하라~또보러갈거임ㅠㅠ  "
"츄륩(sjy7****)","10","재미나요..뻔한스토리인데  괜찮았어요^^  "
"leek****","10","잼나던데요... 볼만합니다. 이정도면 굿이지..  "
"바리스타(srjn****)","10","재밌다가도 진지하고 특히 진선규씨 진짜 너무 연기 잘하시는 듯  "
"모모(z5c2****)","10","연기자들의 연기가 돋보이는 오락영화였어요  "
"바이에른골스(dbgu****)","10","오태식포스 진짜 쩐다...  "
"lbos****","10","오태식이 돌아왔구나 추천합니다  "
"apff****","10","개인적으로 기생충 보다 재밌음 ~  "
"yong****","10","관람객극한작업보다 재밌다!!! 불경기에는 역시 코믹~~~♡♡♡  "
"빈스웅(gomt****)","10","정말 의사 깡패 검사까지 안어울리는역활이없다...이영화3까지가즈아  "
"게으르미(jj2a****)","8","관람객현실적으로 있을 수 없는 이야기지만 정치판에 대해서는 매우 현실적으로 묘사한 영화. 배우들의 연기 매우 괜춘함.  "
"쏠라c(smk5****)","10","처음부터 끝까지 눈을 뗄 수 없었다  "
"8561****","8","극찬정도는 오바고.. 돈아깝지 않게 재밌는 영화  "
"지민(qkrw****)","10","방금 보고왔는데 개재밌어요 목포사는데 익숙한데 나와서 기쁨  "
"달빛바이올린(el8l****)","1","김래원은 믿고 거른다.  "
"현(87sa****)","10","와 전라도 진짜 ㅋㅋㅋㅋ 꼭 보세요 내돈만 아까울순 없지  "
"h60102(lym6****)","1","영화 제목부터 맘에 안듬홍어영화 아니냐?  "
"rand****","10","이영화1000만간다에 몽키스패너로손모가지건다  "
"모즈군(mods****)","10","돼지 새끼들이 캐리합니다  "
"쿠쿠다스(o2iw****)","8","김래원 연기가 너무 좋아용  "
"앙마(eh92****)","10","존잼 대박나세요 정말 재미나게 웃엇오여  "
"강호동(zz04****)","10","우리나라 정치인들도 국민을 위한 국민만 보는 정치를 하면 얼마나 좋을까  "
"21tprl(wql0****)","8","아무생각 없이 즐기면서 보기 좋은 영화네요 재미있게 잘 봤습니다  "
"moon****","10","유쾌상쾌통쾌 재밌게잘봤습니다^^  "
"임형빈(hyou****)","10","관람객화끈하고 감성적이네요  "
"JinSil(wlst****)","10","오랜만에 진짜 재미있는 영화 봤다!!엔딩 보고 겁나 웃었네ㅋㅋㅋ  "
"ses6****","10","재밌게 잘봤다.엔딩크레딧 올라갈때 좀 벙졌다만  "
"기다림(eydo****)","10","범죄도시만큼이나 재밌게 본 영화. 김래원 배우님 더 좋아짐+_+ 깜짝 등장하는 배우분들에 웃음 빵빵!  "
"rari****","8","관람객나름볼만했음 10점줄정도까진아닌듯  "
"ehdg****","10","극한직업과 범죄도시 그 사이  "
"홍성미(2ffo****)","9","오태식이 살아있네~~!!  "
"bade****","7","ㅋㅋ 즐라도 조폭 미화영화래 ㅋㅋ 조폭미화는 맞는듯...그래도 김래원과 진선규는 아끼는 배우다..큰기대없이 보면 거시기한 영화!!  "
"강화도령(jagy****)","10","내친구 김래원~아따 연기 진국이다야~  "
